,A薬品庫右,A薬品庫左,B薬品庫,冷蔵①,冷蔵②,冷蔵③,冷蔵④,冷蔵⑤,冷蔵⑥,冷凍,D薬品庫,無水箱,個人所有,その他,3階試薬庫,none,メーカー名,規格名,CAS No.,内容量,内容量単位,未開封,開封,SMILES,構造式,官能基,,薬品名（日本語Ⅰ）,薬品名（日本語Ⅱ）,薬品名（日本語Ⅲ）,薬品名（英語Ⅰ）,薬品名（英語Ⅱ）,薬品名（英語Ⅲ）,メーカー（日本語）,メーカー（英語）,規格（日本語）,規格（英語）,内容量,内容量単位（日本語）,内容量単位（英語）,比重,保存方法（日本語）,保存方法（英語）,廃棄区分（日本語）,廃棄区分（英語）,PRTR 種別（薬品）,PRTR 管理番号（薬品）,PRTR 含有率（%）（薬品）,CAS No.,薬品ラベルバーコードNo.,製品番号,標準価格（円）,示性式,容器区分（日本語）,容器区分（英語）,形状,純度規格,式量,物性,管理方法（日本語）,管理方法（英語）,管理方法単位（日本語）,管理方法単位（英語）,計量方法（日本語）,計量方法（英語）,計量方法単位（日本語）,計量方法単位（英語）,入力方法（日本語）,入力方法（英語）,使用期限・未開封（年）,使用期限・未開封（日）,使用期限・開封（年）,使用期限・開封（日）,オリジナルワード,SDS（英語）,構造式（日本語）,構造式（英語）,分子式,増減許容値（+）,増減許容値（+）単位（日本語）,増減許容値（+）単位（英語）,増減許容値（-）,増減許容値（-）単位（日本語）,増減許容値（-）単位（英語）,増減許容値（%+）,増減許容値（%-）
"2,6-ﾋﾟﾘｼﾞﾝｼﾞﾒﾀﾉｰﾙ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Aldrich,-, 1195-59-1,100,g,1,0,,,,,"2,6-ﾋﾟﾘｼﾞﾝｼﾞﾒﾀﾉｰﾙ",,,"2,6-Pyridinedimethanol, 98%",,,Aldrich,,-,-,100,g,g,1,室温,,-,-,,,, 1195-59-1,,154369,,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
2-[4-(ブロモメチル)フェニル]プロピオン酸,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 111128-12-2,5,g,1,0,,,,,2-[4-(ブロモメチル)フェニル]プロピオン酸,,,2-[4-(Bromomethyl)phenyl]propionic Acid,,,東京化成工業株式会社,,-,-,5,g,g,1,-,-,-,-,,,, 111128-12-2,ORJEG,B2101,2000,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
"2-Amino-1-butanol, 97%",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Aldrich,-, 96-20-8,5,ml,2,0,,,,,,,,"2-Amino-1-butanol, 97%",,,Aldrich,,-,-,5,ml,ml,0.943,室温,,-,-,,,, 96-20-8,,A43804,,,-,-,,,,,単位管理,Unit Management,本,本,-,-,,,-,-,,,,,,,,,,,,,,,,,
"2-AMINO-3,5,6-TRIFLUOROTEREPHTHALONITRILE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Aldrich,-, 133622-66-9,1,g,1,0,,,,,"2-AMINO-3,5,6-TRIFLUOROTEREPHTHALONITRILE",,,"2-AMINO-3,5,6-TRIFLUOROTEREPHTHALONITRILE",,,Aldrich,,-,-,1,g,g,1,室温,,-,-,,,, 133622-66-9,,364436,,,-,-,,,,,単位管理,Unit Management,本,本,-,-,,,-,-,,,,,,,,,,,,,,,,,
"2-AMINOANTHRACENE, TECH., 90%",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Aldrich,-, 613-13-8,1,g,1,0,,,,,"2-AMINOANTHRACENE, TECH., 90%",,,"2-AMINOANTHRACENE, TECH., 90%",,,Aldrich,,-,-,1,g,g,1,室温,,-,-,,,, 613-13-8,,A38800,,,-,-,,,,,単位管理,Unit Management,本,本,-,-,,,-,-,,,,,,,,,,,,,,,,,
"2-NITROCINNAMIC ACID, 97%, PREDOMINANTLY TRANS",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Aldrich,-, 612-41-9,5,g,1,0,,,,,"2-NITROCINNAMIC ACID, 97%, PREDOMINANTLY TRANS",,,"2-NITROCINNAMIC ACID, 97%, PREDOMINANTLY TRANS",,,Aldrich,,-,-,5,g,g,1,冷暗貯蔵,,-,-,,,, 612-41-9,,N16401,,,-,-,,,,,単位管理,Unit Management,本,本,-,-,,,-,-,,,,,,,,,,,,,,,,,
2-アセトアミドピリジン,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 5231-96-9,1,g,1,0,,,,,2-アセトアミドピリジン,,,2-Acetamidopyridine,,,東京化成工業株式会社,,-,-,1,g,g,1,-,-,-,-,,,, 5231-96-9,R6HBG,A1911,3300,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
2-アミノ-2-メチル-1-プロパノール (25mL),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,富士フイルム和光純薬(株),和光一級, 124-68-5,25,ml,1,0,,,,,2-アミノ-2-メチル-1-プロパノール (25mL),,,2-Amino-2-methyl-1-propanol,,,富士フイルム和光純薬(株),,和光一級,,25,ml,ml,0.934,室温,,-,-,,,, 124-68-5,4.99E+12,010-02583,2530,(CH3)2C(NH2)CH2OH,,,,93+%(Capillary GC),,mp. 20 - 26℃ bp. 約164℃,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
2-アミノ-3-ヒドロキシピリジン,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 16867-03-1,25,g,1,0,,,,,2-アミノ-3-ヒドロキシピリジン,,,2-Amino-3-hydroxypyridine,,,東京化成工業株式会社,,-,-,25,g,g,1,冷蔵貯蔵,,-,-,,,, 16867-03-1,A4IKG,A1089,9900,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
2-ｱﾐﾉ-3-ﾋﾄﾞﾛｷｼﾋﾟﾘｼﾞﾝ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ACROS,-, 16867-03-1,5,g,1,0,,,,,2-ｱﾐﾉ-3-ﾋﾄﾞﾛｷｼﾋﾟﾘｼﾞﾝ,,,2-Amino-3-hydroxypyridine,,,ACROS,,-,-,5,g,g,1,冷暗貯蔵,,-,-,,,, 16867-03-1,,15357-2A,4000,HO(C5H3N)NH2,-,-,,98%,,mp. 172-174℃,単位管理,Unit Management,本,本,-,-,,,-,-,,,,,,,,,,,,,,,,,
2-アミノ-3-ヒドロキシ安息香酸,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 548-93-6,5,g,1,0,,,,,2-アミノ-3-ヒドロキシ安息香酸,,,2-Amino-3-hydroxybenzoic Acid,,,東京化成工業株式会社,,-,-,5,g,g,1,-,-,-,-,,,, 548-93-6,AI1EG,A0316,45400,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
2-アミノ-3-メチルピリジン,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 1603-40-3,25,g,1,0,,,,,2-アミノ-3-メチルピリジン,,,2-Amino-3-methylpyridine,,,東京化成工業株式会社,,-,-,25,g,g,1,-,-,-,-,,,, 1603-40-3,ALDKG,A0400,3400,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
2-アミノ-4-フェニルフェノール,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 1134-36-7,1,g,1,0,,,,,2-アミノ-4-フェニルフェノール,,,2-Amino-4-phenylphenol,,,東京化成工業株式会社,,-,-,1,g,g,1,-,-,-,-,,,, 1134-36-7,ALABG,A0397,6800,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
2-アミノ-4-メチルピリジン,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 695-34-1,25,g,1,0,,,,,2-アミノ-4-メチルピリジン,,,2-Amino-4-methylpyridine,,,東京化成工業株式会社,,-,-,25,g,g,1,-,-,-,-,,,, 695-34-1,ALFKG,A0402,3700,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
2-アミノ-4-メチルピリミジン,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 108-52-1,5,g,1,0,,,,,2-アミノ-4-メチルピリミジン,,,2-Amino-4-methylpyrimidine,,,東京化成工業株式会社,,-,-,5,g,g,1,-,-,-,-,,,, 108-52-1,OWTEG,A1474,2700,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
2-アミノ-5-ヒドロキシ安息香酸,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 394-31-0,25,g,1,0,,,,,2-アミノ-5-ヒドロキシ安息香酸,,,2-Amino-5-hydroxybenzoic Acid,,,東京化成工業株式会社,,-,-,25,g,g,1,-,-,-,-,,,, 394-31-0,GG3KG,H0631,11800,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
2-アミノ-5-メチルピリジン,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 1603-41-4,25,g,1,0,,,,,2-アミノ-5-メチルピリジン,,,2-Amino-5-methylpyridine,,,東京化成工業株式会社,,-,-,25,g,g,1,-,-,-,-,,,, 1603-41-4,AULKG,A0732,5300,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
2-アミノ-6-メチルピリジン,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 1824-81-3,25,g,1,0,,,,,2-アミノ-6-メチルピリジン,,,2-Amino-6-methylpyridine,,,東京化成工業株式会社,,-,-,25,g,g,1,-,-,-,-,,,, 1824-81-3,ALGKG,A0403,2700,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
2-アミノアントラキノン,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 117-79-3,25,g,1,0,,,,,2-アミノアントラキノン,,,2-Aminoanthraquinone,,,東京化成工業株式会社,,-,-,25,g,g,1,-,-,-,-,,,, 117-79-3,AHCKG,A0255,2800,,-,-,,,,,単位管理,Unit Management,本,本,-,-,,,-,-,,,,,,,,,,,,,,,,,
2-アミノエタノール (100mL),FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,富士フイルム和光純薬(株),試薬特級 [JISマーク認定品目], 141-43-5,100,ml,1,0,,,,,2-アミノエタノール (100mL),,,2-Aminoethanol,,,富士フイルム和光純薬(株),,試薬特級 [JISマーク認定品目],,100,ml,ml,1.01,室温,,-,-,1,20,100, 141-43-5,4.99E+12,016-12453,1620,H2NCH2CH2OH,,,,99+%(GC),,mp. 10.53℃ bp. 約171℃,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
2-アミノエタンスルホン酸,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 107-35-7,25,g,2,0,,,,,2-アミノエタンスルホン酸,,,2-Aminoethanesulfonic Acid,,,東京化成工業株式会社,,-,-,25,g,g,1,-,-,-,-,,,, 107-35-7,AIGKG,A0295,1900,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
2-アミノテレフタル酸,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 10312-55-7,25,g,1,0,,,,,2-アミノテレフタル酸,,,2-Aminoterephthalic Acid,,,東京化成工業株式会社,,-,-,25,g,g,1,-,-,-,-,,,, 10312-55-7,MVRKG,A1291,11200,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
2-アミノピラジン,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 5049-61-6,25,g,1,0,,,,,2-アミノピラジン,,,2-Aminopyrazine,,,東京化成工業株式会社,,-,-,25,g,g,1,-,-,-,-,,,, 5049-61-6,A1QKG,A0989,9100,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
2-アミノピリジン,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 504-29-0,25,g,1,2,,,,,2-アミノピリジン,,,2-Aminopyridine,,,東京化成工業株式会社,,-,-,25,g,g,1,冷蔵貯蔵,,-,-,,,, 504-29-0,ALOKG,A0411,2000,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
2-アミノピリミジン,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 109-12-6,25,g,1,0,,,,,2-アミノピリミジン,,,2-Aminopyrimidine,,,東京化成工業株式会社,,-,-,25,g,g,1,-,-,-,-,,,, 109-12-6,ALPKG,A0412,4800,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
2-アミノフェノール,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 95-55-6,25,g,1,0,,,,,2-アミノフェノール,,,2-Aminophenol,,,東京化成工業株式会社,,-,-,25,g,g,1,-,-,-,-,1,570,100, 95-55-6,AJKKG,A0335,2400,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
2-ｱﾐﾉﾍﾟﾘﾐｼﾞﾝ ｼｭｳｶｽｲｿｻﾝｴﾝ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 40835-96-9,1,g,3,0,,,,,2-ｱﾐﾉﾍﾟﾘﾐｼﾞﾝ ｼｭｳｶｽｲｿｻﾝｴﾝ,,,2-Aminoperimidine Hydrobromide [Precipitation reagent for SO4.],,,東京化成工業株式会社,,-,-,1,g,g,1,-,-,-,-,,,, 40835-96-9,A91BG,A5133,2000,,-,-,,,,,単位管理,Unit Management,本,本,-,-,,,-,-,,,,,,,,,,,,,,,,,
2-アミノペリミジン塩酸塩,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,和光純薬工業(株),-, 70456-77-8,1,g,5,0,,,,,2-アミノペリミジン塩酸塩,,,2-Aminoperimidine Hydrochloride,,,和光純薬工業(株),,-,-,1,g,g,1,-,-,-,-,,,, 70456-77-8,4.99E+12,347-03961,0,,-,-,,,,,単位管理,Unit Management,本,本,-,-,,,-,-,,,,,,,,,,,,,,,,,
2-アミノベンズアミド,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 88-68-6,25,g,2,0,,,,,2-アミノベンズアミド,,,2-Aminobenzamide,,,東京化成工業株式会社,,-,-,25,g,g,1,-,-,-,-,,,, 88-68-6,AHJKG,A0262,5700,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
2-アミノベンゾイミダゾール,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 934-32-7,5,g,1,0,,,,,2-アミノベンゾイミダゾール,,,2-Aminobenzimidazole,,,東京化成工業株式会社,,-,-,5,g,g,1,-,-,-,-,,,, 934-32-7,AXVEG,A0850,4500,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
2-イソプロピルイミダゾール,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 36947-68-9,25,g,1,0,,,,,2-イソプロピルイミダゾール,,,2-Isopropylimidazole,,,東京化成工業株式会社,,-,-,25,g,g,1,-,-,-,-,,,, 36947-68-9,GT9KG,I0313,2200,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
2-インダノン,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 615-13-4,5,g,1,0,,,,,2-インダノン,,,2-Indanone,,,東京化成工業株式会社,,-,-,5,g,g,1,冷蔵貯蔵,,-,-,,,, 615-13-4,R0YEG,I0649,3600,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
2-エチル-4-メチルイミダゾール,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 931-36-2,25,g,1,0,,,,,2-エチル-4-メチルイミダゾール,,,2-Ethyl-4-methylimidazole,,,東京化成工業株式会社,,-,-,25,g,g,1,-,-,-,-,,,, 931-36-2,FEOKG,E0232,2800,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
2-エチルイミダゾール,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 1072-62-4,25,g,1,0,,,,,2-エチルイミダゾール,,,2-Ethylimidazole,,,東京化成工業株式会社,,-,-,25,g,g,1,-,-,-,-,,,, 1072-62-4,FEPKG,E0233,2600,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
"2-エトキシ-6,9-ジアミノアクリジン乳酸塩一水和物 (5g)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,富士フイルム和光純薬(株),和光特級, 6402-23-9,5,g,1,0,,,,,"2-エトキシ-6,9-ジアミノアクリジン乳酸塩一水和物 (5g)",,,"2-Ethoxy-6,9-diamino-acridine Lactate Monohydrate",,,富士フイルム和光純薬(株),,和光特級,,5,g,g,1,冷蔵貯蔵,,-,-,,,, 6402-23-9,4.99E+12,053-02491,4140,C15H15N3O・C3H6O3・H2O,,,,99+%(Titration),,mp. 約245℃ (dec.) ,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
2-エトキシベンズアミド,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 938-73-8,25,g,1,0,,,,,2-エトキシベンズアミド,,,2-Ethoxybenzamide,,,東京化成工業株式会社,,-,-,25,g,g,1,-,-,-,-,,,, 938-73-8,FEEKG,E0222,2500,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
2-キノリノール,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 59-31-4,1,g,1,0,,,,,2-キノリノール,,,2-Quinolinol,,,東京化成工業株式会社,,-,-,1,g,g,1,-,-,-,-,,,, 59-31-4,F70BG,H0304,4900,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
2-ｸﾛﾛ-5-ﾆﾄﾛけい皮酸,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ACROS,-, 36015-19-7,5,g,1,0,,,,,2-ｸﾛﾛ-5-ﾆﾄﾛけい皮酸,,,2-Chloro-5-nitrocinnamic acid,,,ACROS,,-,-,5,g,g,1,冷暗貯蔵,,-,-,,,, 36015-19-7,,30585-1A,14000,ClC6H3(NO2)CH:CHCO2H,-,-,,98%,227.6012,mp. 218-220℃,単位管理,Unit Management,本,本,-,-,,,-,-,,,,,,,,,C9／CL1／H6／N1／O4,0.5,g,g,0.5,g,g,,
2-クロロ-5-メチルチオフェン,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 17249-82-0,5,g,1,0,,,,,2-クロロ-5-メチルチオフェン,,,2-Chloro-5-methylthiophene,,,東京化成工業株式会社,,-,-,5,g,g,1.21,-,-,-,-,,,, 17249-82-0,U7JEG,C2324,9400,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
2-クロロピリジン,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 109-09-1,25,g,1,0,,,,,2-クロロピリジン,,,2-Chloropyridine,,,東京化成工業株式会社,,-,-,25,g,g,1.21,-,-,-,-,,,, 109-09-1,CQVKG,C0279,2100,,,,,,,,重量管理,Weight Management,g,g,天秤＆ｷｰﾎﾞｰﾄﾞ入力,keyboard to input port and balance,g,g,持出／返却,Check-out/Return,,,,,,,,,,,,,,,,,
2-クロロベンジルブロミド,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 611-17-6,5,g,1,0,,,,,2-クロロベンジルブロミド,,,2-Chlorobenzyl Bromide,,,東京化成工業株式会社,,-,-,5,g,g,1.58,-,-,-,-,,,, 611-17-6,NIUEG,C1443,2600,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
2-シアノピリジン,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 100-70-9,25,g,1,0,,,,,2-シアノピリジン,,,2-Cyanopyridine,,,東京化成工業株式会社,,-,-,25,g,g,1,-,-,-,-,,,, 100-70-9,CVRKG,C0455,2100,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
2-ナフタレンスルホン酸水和物,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 76530-12-6,25,g,1,0,,,,,2-ナフタレンスルホン酸水和物,,,2-Naphthalenesulfonic AcidHydrate,,,東京化成工業株式会社,,-,-,25,g,g,1,-,-,-,-,,,, 76530-12-6,BJEKG,B0258,3300,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
2-ニトロアニリン,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 88-74-4,25,g,1,0,,,,,2-ニトロアニリン,,,2-Nitroaniline,,,東京化成工業株式会社,,-,-,25,g,g,1,-,-,-,-,1,312,100, 88-74-4,HZRKG,N0118,2400,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
2-ニトロソ-1-ナフトール,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 132-53-6,5,g,1,0,,,,,2-ニトロソ-1-ナフトール,,,2-Nitroso-1-naphthol,,,東京化成工業株式会社,,-,-,5,g,g,1,-,-,-,-,,,, 132-53-6,H3WEG,N0267,4800,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
2-ピコリルアミン,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 3731-51-9,25,g,1,0,,,,,2-ピコリルアミン,,,2-Picolylamine,,,東京化成工業株式会社,,-,-,25,g,g,1.07,-,-,-,-,,,, 3731-51-9,A6HKG,A1161,9200,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
2-ピコリンアミド,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,東京化成工業株式会社,-, 1452-77-3,25,g,1,0,,,,,2-ピコリンアミド,,,2-Picolinamide,,,東京化成工業株式会社,,-,-,25,g,g,1,-,-,-,-,,,, 1452-77-3,ITWKG,P0414,12300,,,,,,,,単位管理,Unit Management,－,－,-,-,,,-,-,,,,,,,,,,,,,,,,,
